0 1 {'t': [0], 'w': [0.001]}
55 49 {'t': [37], 'w': [0.1]}
55 4 {'t': [47], 'w': [0.190379746835443]}
55 71 {'t': [52], 'w': [0.01]}
55 68 {'t': [55], 'w': [0.01]}
55 41 {'t': [56], 'w': [0.01]}
55 6 {'t': [66], 'w': [0.01]}
55 7 {'t': [67], 'w': [0.001]}
56 46 {'t': [13], 'w': [0.001]}
56 36 {'t': [14], 'w': [0.059686060719992495]}
56 25 {'t': [15], 'w': [0.01]}
56 37 {'t': [24], 'w': [0.001]}
56 73 {'t': [34], 'w': [0.001]}
56 61 {'t': [55], 'w': [0.001]}
56 49 {'t': [60], 'w': [0.001]}
56 30 {'t': [66], 'w': [0.01]}
57 68 {'t': [9], 'w': [0.1]}
57 69 {'t': [10], 'w': [0.001]}
57 41 {'t': [16], 'w': [0.001]}
57 0 {'t': [29], 'w': [0.10291595197255575]}
57 38 {'t': [38], 'w': [0.001]}
57 51 {'t': [39], 'w': [0.01]}
57 9 {'t': [40], 'w': [0.1]}
57 30 {'t': [46], 'w': [0.01]}
57 67 {'t': [47], 'w': [0.1]}
57 15 {'t': [49], 'w': [0.1]}
57 48 {'t': [52], 'w': [0.1]}
57 75 {'t': [65], 'w': [0.1]}
58 46 {'t': [6], 'w': [0.022740398498411783]}
58 51 {'t': [16], 'w': [0.001]}
58 33 {'t': [21], 'w': [0.07914855344026382]}
58 73 {'t': [23], 'w': [0.07115756677303452]}
58 26 {'t': [31], 'w': [0.10255513795414153]}
58 50 {'t': [38], 'w': [0.01]}
58 59 {'t': [49], 'w': [0.13986013986013984]}
58 36 {'t': [50], 'w': [0.01]}
58 76 {'t': [51], 'w': [0.01]}
58 66 {'t': [65], 'w': [0.001]}
59 28 {'t': [6, 22], 'w': [0.1, 0.1]}
59 71 {'t': [16], 'w': [0.001]}
59 27 {'t': [20], 'w': [0.05943581586826348]}
59 40 {'t': [22], 'w': [0.001]}
59 57 {'t': [28], 'w': [0.01]}
59 1 {'t': [42], 'w': [0.001]}
59 67 {'t': [50], 'w': [0.1]}
59 22 {'t': [50], 'w': [0.1]}
59 31 {'t': [51], 'w': [0.1]}
59 54 {'t': [55], 'w': [0.061314389020446614]}
60 37 {'t': [10], 'w': [0.001]}
60 42 {'t': [12], 'w': [0.04906234457739679]}
60 73 {'t': [19], 'w': [0.01]}
60 10 {'t': [30], 'w': [0.01]}
60 11 {'t': [32], 'w': [0.01]}
60 33 {'t': [40], 'w': [0.001]}
60 40 {'t': [45], 'w': [0.001]}
61 35 {'t': [7], 'w': [0.01]}
61 44 {'t': [9], 'w': [0.027595434209976167]}
61 58 {'t': [12], 'w': [0.1]}
61 3 {'t': [15], 'w': [0.04987629886194954]}
61 76 {'t': [28], 'w': [0.001]}
61 73 {'t': [30], 'w': [0.001]}
61 17 {'t': [31], 'w': [0.01]}
61 70 {'t': [31], 'w': [0.001]}
61 38 {'t': [34], 'w': [0.1]}
61 68 {'t': [35], 'w': [0.01]}
61 42 {'t': [44], 'w': [0.01]}
61 12 {'t': [45], 'w': [0.1]}
61 48 {'t': [48], 'w': [0.001]}
61 7 {'t': [55], 'w': [0.01]}
61 6 {'t': [61], 'w': [0.001]}
61 47 {'t': [63], 'w': [0.10680587945826828]}
62 42 {'t': [7, 35], 'w': [0.14300342295427285, 0.14300342295427285]}
62 60 {'t': [9], 'w': [0.1]}
62 70 {'t': [13], 'w': [0.034072975491034926]}
62 24 {'t': [19], 'w': [0.1]}
62 37 {'t': [24], 'w': [0.001]}
62 40 {'t': [27], 'w': [0.1]}
62 72 {'t': [28], 'w': [0.11820510045810338]}
62 76 {'t': [38], 'w': [0.001]}
62 49 {'t': [46], 'w': [0.11408349941233582]}
62 2 {'t': [58], 'w': [0.1451177952289228]}
62 32 {'t': [65], 'w': [0.001]}
62 11 {'t': [65], 'w': [0.1]}
63 25 {'t': [9], 'w': [0.01]}
63 17 {'t': [12], 'w': [0.01]}
63 2 {'t': [17], 'w': [0.01]}
63 1 {'t': [22], 'w': [0.07824694816890133]}
63 68 {'t': [26], 'w': [0.1]}
63 13 {'t': [28], 'w': [0.1]}
63 20 {'t': [31], 'w': [0.1]}
63 64 {'t': [31], 'w': [0.07322045180346966]}
63 69 {'t': [34], 'w': [0.1]}
63 50 {'t': [43], 'w': [0.001]}
63 62 {'t': [58], 'w': [0.001]}
64 0 {'t': [7], 'w': [0.001]}
64 40 {'t': [12], 'w': [0.035878564857405704]}
64 25 {'t': [22, 23], 'w': [0.01, 0.01]}
64 44 {'t': [30], 'w': [0.001]}
64 31 {'t': [34], 'w': [0.1]}
64 46 {'t': [40], 'w': [0.09964866685917799]}
64 65 {'t': [42], 'w': [0.01]}
64 68 {'t': [45], 'w': [0.01]}
64 52 {'t': [48], 'w': [0.1]}
64 32 {'t': [49], 'w': [0.01]}
64 30 {'t': [52], 'w': [0.01]}
64 12 {'t': [55], 'w': [0.1]}
64 3 {'t': [70], 'w': [0.1]}
65 49 {'t': [8], 'w': [0.03058408707649854]}
65 27 {'t': [9], 'w': [0.01]}
65 41 {'t': [13], 'w': [0.01]}
65 45 {'t': [33], 'w': [0.001]}
65 46 {'t': [33], 'w': [0.1]}
65 13 {'t': [34], 'w': [0.001]}
65 53 {'t': [62], 'w': [0.001]}
65 68 {'t': [64], 'w': [0.001]}
65 36 {'t': [68], 'w': [0.1]}
66 46 {'t': [8], 'w': [0.001]}
66 64 {'t': [11], 'w': [0.1]}
66 51 {'t': [15], 'w': [0.060891627401232336]}
66 58 {'t': [22], 'w': [0.1653576607056549]}
66 75 {'t': [23], 'w': [0.01]}
66 76 {'t': [26], 'w': [0.001]}
66 67 {'t': [28], 'w': [0.001]}
66 12 {'t': [40], 'w': [0.001]}
66 53 {'t': [53], 'w': [0.01]}
66 50 {'t': [56], 'w': [0.1]}
67 22 {'t': [9], 'w': [0.1]}
67 52 {'t': [11], 'w': [0.03592814371257485]}
67 55 {'t': [23], 'w': [0.01]}
67 30 {'t': [40], 'w': [0.059037381312195256]}
67 63 {'t': [46], 'w': [0.1]}
67 29 {'t': [70], 'w': [0.1]}
68 60 {'t': [17], 'w': [0.01]}
68 14 {'t': [22], 'w': [0.1]}
68 18 {'t': [24], 'w': [0.09944244237437956]}
68 55 {'t': [32], 'w': [0.01]}
68 46 {'t': [36], 'w': [0.0934883049379151]}
68 30 {'t': [39], 'w': [0.1]}
68 22 {'t': [39], 'w': [0.01]}
68 56 {'t': [44], 'w': [0.1]}
68 70 {'t': [47], 'w': [0.1]}
68 49 {'t': [55], 'w': [0.1]}
68 54 {'t': [62], 'w': [0.001]}
68 58 {'t': [69], 'w': [0.3044949250845819]}
69 14 {'t': [11], 'w': [0.01]}
69 54 {'t': [11], 'w': [0.01]}
69 10 {'t': [17], 'w': [0.1]}
69 30 {'t': [32], 'w': [0.05128168572324712]}
69 20 {'t': [44], 'w': [0.1]}
69 72 {'t': [45], 'w': [0.01]}
69 7 {'t': [51], 'w': [0.12080225084535764]}
69 76 {'t': [65], 'w': [0.01]}
69 32 {'t': [67], 'w': [0.1]}
70 7 {'t': [16], 'w': [0.01]}
70 20 {'t': [22], 'w': [0.01]}
70 66 {'t': [24], 'w': [0.01]}
70 17 {'t': [28], 'w': [0.1]}
70 27 {'t': [45], 'w': [0.01]}
70 26 {'t': [68], 'w': [0.01]}
71 19 {'t': [11], 'w': [0.1]}
71 52 {'t': [13], 'w': [0.041271303546752645]}
71 17 {'t': [15], 'w': [0.01]}
71 43 {'t': [20], 'w': [0.0511844331641286]}
71 35 {'t': [27], 'w': [0.1]}
71 2 {'t': [35], 'w': [0.11308341976589124]}
71 54 {'t': [46], 'w': [0.1]}
71 5 {'t': [52], 'w': [0.14948028901001395]}
71 55 {'t': [54], 'w': [0.1]}
71 7 {'t': [59], 'w': [0.001]}
71 66 {'t': [69], 'w': [0.01]}
72 38 {'t': [11], 'w': [0.04780290494576209]}
72 36 {'t': [18], 'w': [0.07322116740295143]}
72 61 {'t': [20], 'w': [0.01]}
72 24 {'t': [26], 'w': [0.001]}
72 55 {'t': [33], 'w': [0.1]}
72 37 {'t': [38], 'w': [0.1]}
72 11 {'t': [40], 'w': [0.001]}
72 52 {'t': [52], 'w': [0.01]}
72 13 {'t': [63], 'w': [0.1]}
72 41 {'t': [70], 'w': [0.001]}
73 42 {'t': [12], 'w': [0.01]}
73 18 {'t': [29], 'w': [0.1142313184198001]}
73 9 {'t': [29], 'w': [0.13146054227473689]}
73 0 {'t': [33], 'w': [0.1]}
73 72 {'t': [36], 'w': [0.01]}
73 47 {'t': [38], 'w': [0.1]}
73 65 {'t': [39], 'w': [0.07906363847763738]}
73 31 {'t': [47], 'w': [0.01]}
74 39 {'t': [16], 'w': [0.053338353413654616]}
74 31 {'t': [21], 'w': [0.1]}
74 21 {'t': [22], 'w': [0.01]}
74 26 {'t': [22], 'w': [0.1]}
74 56 {'t': [26], 'w': [0.001]}
74 75 {'t': [27], 'w': [0.001]}
74 60 {'t': [31], 'w': [0.01]}
74 67 {'t': [34], 'w': [0.07205525839842998]}
74 3 {'t': [59], 'w': [0.01]}
74 38 {'t': [59], 'w': [0.01]}
74 29 {'t': [60], 'w': [0.001]}
74 5 {'t': [64], 'w': [0.001]}
75 13 {'t': [14], 'w': [0.04264416189111748]}
75 45 {'t': [16, 30], 'w': [0.01, 0.01]}
75 63 {'t': [18], 'w': [0.1]}
75 35 {'t': [26], 'w': [0.001]}
75 5 {'t': [26], 'w': [0.1]}
75 21 {'t': [31], 'w': [0.01]}
75 53 {'t': [48], 'w': [0.01]}
75 60 {'t': [49], 'w': [0.01]}
75 31 {'t': [52], 'w': [0.10595000112306552]}
75 25 {'t': [62], 'w': [0.001]}
76 60 {'t': [19], 'w': [0.1]}
76 62 {'t': [27, 37], 'w': [0.01, 0.01]}
76 25 {'t': [60], 'w': [0.01]}
76 57 {'t': [61], 'w': [0.01]}
76 40 {'t': [62], 'w': [0.001]}
76 16 {'t': [70], 'w': [0.17157930565010213]}
