0 1 {'t': [0], 'w': [0.1]}
53 36 {'t': [6], 'w': [0.01]}
53 50 {'t': [15], 'w': [0.001]}
53 83 {'t': [16, 66], 'w': [0.01, 0.01]}
53 23 {'t': [16], 'w': [0.1]}
53 21 {'t': [22], 'w': [0.1]}
53 55 {'t': [30], 'w': [0.08384308174510895]}
53 59 {'t': [35], 'w': [0.12326697774346233]}
53 39 {'t': [43], 'w': [0.1]}
53 6 {'t': [44], 'w': [0.01]}
53 42 {'t': [46], 'w': [0.01]}
53 8 {'t': [50], 'w': [0.001]}
53 14 {'t': [56], 'w': [0.001]}
54 4 {'t': [13], 'w': [0.01]}
54 35 {'t': [21], 'w': [0.1]}
54 38 {'t': [23, 50], 'w': [0.01, 0.01]}
54 12 {'t': [30], 'w': [0.01]}
54 0 {'t': [47], 'w': [0.01]}
54 58 {'t': [48], 'w': [0.10007343154802882]}
54 33 {'t': [49], 'w': [0.1]}
54 83 {'t': [51], 'w': [0.01]}
54 10 {'t': [57], 'w': [0.09496520671305772]}
54 49 {'t': [62], 'w': [0.01]}
54 60 {'t': [68], 'w': [0.1]}
55 11 {'t': [7], 'w': [0.001]}
55 54 {'t': [12, 24], 'w': [0.001, 0.001]}
55 82 {'t': [13, 64], 'w': [0.01, 0.01]}
55 10 {'t': [25], 'w': [0.05959885386819485]}
55 35 {'t': [29], 'w': [0.05936784241868987]}
55 41 {'t': [32], 'w': [0.001]}
55 7 {'t': [36], 'w': [0.01]}
55 26 {'t': [37], 'w': [0.1192830461123144]}
55 51 {'t': [37], 'w': [0.001]}
55 8 {'t': [40], 'w': [0.01]}
55 44 {'t': [62], 'w': [0.001]}
55 22 {'t': [63], 'w': [0.1]}
55 60 {'t': [63], 'w': [0.01]}
55 3 {'t': [64], 'w': [0.1]}
55 25 {'t': [67], 'w': [0.001]}
56 51 {'t': [3], 'w': [0.001]}
56 36 {'t': [14, 33], 'w': [0.001, 0.001]}
56 57 {'t': [21], 'w': [0.0818788501026694]}
56 9 {'t': [36], 'w': [0.09622515192089813]}
56 39 {'t': [41], 'w': [0.01]}
56 83 {'t': [61], 'w': [0.1]}
56 78 {'t': [66], 'w': [0.06872589103832873]}
56 77 {'t': [67], 'w': [0.01]}
57 29 {'t': [3], 'w': [0.01]}
57 11 {'t': [5], 'w': [0.001]}
57 63 {'t': [16], 'w': [0.06381658548692333]}
57 60 {'t': [17], 'w': [0.06165087338737299]}
57 2 {'t': [18], 'w': [0.001]}
57 4 {'t': [25], 'w': [0.01]}
57 6 {'t': [25], 'w': [0.08558916027393237]}
57 19 {'t': [27], 'w': [0.01]}
57 8 {'t': [29], 'w': [0.001]}
57 72 {'t': [35], 'w': [0.01]}
57 62 {'t': [38], 'w': [0.13064663485940511]}
57 37 {'t': [41], 'w': [0.1]}
57 40 {'t': [46], 'w': [0.08240847784200384]}
57 38 {'t': [52], 'w': [0.001]}
57 9 {'t': [53], 'w': [0.1]}
58 59 {'t': [3], 'w': [0.01799321897344658]}
58 63 {'t': [16], 'w': [0.1]}
58 35 {'t': [23], 'w': [0.1]}
58 27 {'t': [25], 'w': [0.001]}
58 60 {'t': [45], 'w': [0.1]}
58 29 {'t': [58], 'w': [0.001]}
58 79 {'t': [60], 'w': [0.001]}
58 56 {'t': [67], 'w': [0.1]}
59 37 {'t': [4], 'w': [0.007399906527496497]}
59 41 {'t': [4], 'w': [0.001]}
59 5 {'t': [7], 'w': [0.1]}
59 26 {'t': [15], 'w': [0.06127381737137836]}
59 69 {'t': [15], 'w': [0.1]}
59 35 {'t': [23], 'w': [0.01]}
59 57 {'t': [24], 'w': [0.01]}
59 43 {'t': [24], 'w': [0.01]}
59 13 {'t': [29], 'w': [0.001]}
59 64 {'t': [58], 'w': [0.1]}
59 17 {'t': [61], 'w': [0.001]}
59 30 {'t': [67], 'w': [0.001]}
60 27 {'t': [3], 'w': [0.001]}
60 71 {'t': [5], 'w': [0.1]}
60 31 {'t': [10], 'w': [0.07292754228440175]}
60 6 {'t': [13, 24], 'w': [0.001, 0.001]}
60 32 {'t': [17], 'w': [0.1]}
60 78 {'t': [47], 'w': [0.1]}
60 17 {'t': [49], 'w': [0.01]}
61 18 {'t': [20], 'w': [0.04834901019323862]}
61 22 {'t': [32], 'w': [0.001]}
61 27 {'t': [32], 'w': [0.1]}
61 76 {'t': [36], 'w': [0.1]}
61 21 {'t': [46], 'w': [0.001]}
61 66 {'t': [51], 'w': [0.01]}
61 45 {'t': [55, 65], 'w': [0.001, 0.001]}
61 10 {'t': [55], 'w': [0.1]}
62 39 {'t': [4], 'w': [0.027345998848589535]}
62 28 {'t': [9, 23], 'w': [0.1, 0.1]}
62 15 {'t': [17], 'w': [0.01]}
62 78 {'t': [19], 'w': [0.01]}
62 0 {'t': [28], 'w': [0.10073937153419593]}
62 2 {'t': [28], 'w': [0.01]}
62 53 {'t': [32, 46], 'w': [0.001, 0.001]}
62 5 {'t': [32], 'w': [0.01]}
62 19 {'t': [33], 'w': [0.12988539523949455]}
62 73 {'t': [36], 'w': [0.01]}
62 76 {'t': [60], 'w': [0.1]}
62 63 {'t': [61], 'w': [0.01]}
62 32 {'t': [62], 'w': [0.14475215979413028]}
63 64 {'t': [4], 'w': [0.021318885647420904]}
63 65 {'t': [5, 11], 'w': [0.01, 0.01]}
63 78 {'t': [7], 'w': [0.001]}
63 40 {'t': [9], 'w': [0.01]}
63 74 {'t': [10], 'w': [0.001]}
63 39 {'t': [17], 'w': [0.01]}
63 16 {'t': [23], 'w': [0.001]}
63 49 {'t': [38], 'w': [0.1]}
64 3 {'t': [5], 'w': [0.1]}
64 7 {'t': [29], 'w': [0.001]}
64 59 {'t': [30], 'w': [0.01]}
64 22 {'t': [33], 'w': [0.1]}
64 79 {'t': [34], 'w': [0.1]}
64 21 {'t': [40], 'w': [0.1]}
64 52 {'t': [40], 'w': [0.1374364999827211]}
64 24 {'t': [50], 'w': [0.01]}
64 83 {'t': [53], 'w': [0.07440822821147945]}
65 50 {'t': [7], 'w': [0.024919132622499108]}
65 22 {'t': [10], 'w': [0.1]}
65 17 {'t': [14], 'w': [0.001]}
65 70 {'t': [24], 'w': [0.01]}
65 82 {'t': [31], 'w': [0.1]}
65 53 {'t': [31], 'w': [0.001]}
65 42 {'t': [32], 'w': [0.001]}
65 75 {'t': [46], 'w': [0.001]}
65 34 {'t': [54], 'w': [0.1033343142359146]}
65 64 {'t': [64], 'w': [0.001]}
66 29 {'t': [5], 'w': [0.02274162981680354]}
66 12 {'t': [13], 'w': [0.1]}
66 11 {'t': [21], 'w': [0.05613232447650888]}
66 4 {'t': [26, 30, 68], 'w': [0.1, 0.1, 0.1]}
66 57 {'t': [36], 'w': [0.1]}
66 33 {'t': [42], 'w': [0.01]}
66 38 {'t': [43], 'w': [0.001]}
66 53 {'t': [44, 66], 'w': [0.001, 0.001]}
66 61 {'t': [47], 'w': [0.001]}
66 75 {'t': [48], 'w': [0.001]}
66 18 {'t': [49], 'w': [0.01]}
66 14 {'t': [50], 'w': [0.08141433787775922]}
66 30 {'t': [60], 'w': [0.001]}
66 63 {'t': [64], 'w': [0.001]}
67 40 {'t': [5, 13], 'w': [0.1, 0.1]}
67 47 {'t': [15], 'w': [0.1]}
67 20 {'t': [18], 'w': [0.1]}
67 70 {'t': [25], 'w': [0.09503606279168438]}
67 14 {'t': [26], 'w': [0.01]}
67 74 {'t': [28], 'w': [0.07269340447060989]}
67 11 {'t': [37], 'w': [0.01]}
67 0 {'t': [38], 'w': [0.12304799541079736]}
67 68 {'t': [40], 'w': [0.001]}
67 8 {'t': [54], 'w': [0.1]}
67 12 {'t': [56], 'w': [0.09116938509537538]}
67 24 {'t': [62], 'w': [0.1]}
67 41 {'t': [65], 'w': [0.1276047261009667]}
67 78 {'t': [68], 'w': [0.1]}
68 70 {'t': [13, 31], 'w': [0.001, 0.001]}
68 13 {'t': [25], 'w': [0.1]}
68 58 {'t': [27], 'w': [0.1]}
68 11 {'t': [43], 'w': [0.01]}
68 1 {'t': [43], 'w': [0.001]}
68 83 {'t': [45], 'w': [0.01]}
68 18 {'t': [50], 'w': [0.01]}
68 45 {'t': [54], 'w': [0.1]}
69 58 {'t': [6], 'w': [0.1]}
69 12 {'t': [19], 'w': [0.1]}
69 26 {'t': [26], 'w': [0.1]}
69 11 {'t': [28], 'w': [0.06952753827203942]}
69 74 {'t': [30, 36], 'w': [0.001, 0.001]}
69 57 {'t': [31], 'w': [0.001]}
69 8 {'t': [45, 68], 'w': [0.001, 0.001]}
69 14 {'t': [49], 'w': [0.1]}
69 47 {'t': [52], 'w': [0.001]}
69 67 {'t': [65], 'w': [0.1]}
70 16 {'t': [5], 'w': [0.1]}
70 32 {'t': [19], 'w': [0.1]}
70 17 {'t': [21, 28], 'w': [0.01, 0.01]}
70 78 {'t': [25], 'w': [0.001]}
70 62 {'t': [37], 'w': [0.001]}
70 10 {'t': [38], 'w': [0.1]}
70 5 {'t': [41], 'w': [0.01]}
70 64 {'t': [43], 'w': [0.01]}
70 38 {'t': [50], 'w': [0.001]}
70 41 {'t': [53], 'w': [0.001]}
70 11 {'t': [62], 'w': [0.10392838289635756]}
70 22 {'t': [68], 'w': [0.1]}
71 60 {'t': [8], 'w': [0.1]}
71 37 {'t': [10], 'w': [0.001]}
71 74 {'t': [22], 'w': [0.001]}
71 40 {'t': [26], 'w': [0.001]}
71 53 {'t': [27], 'w': [0.1]}
71 66 {'t': [29, 53], 'w': [0.16494145596470386, 0.16494145596470386]}
71 24 {'t': [31], 'w': [0.062408007065057385]}
71 61 {'t': [37], 'w': [0.01]}
71 18 {'t': [37], 'w': [0.01]}
71 5 {'t': [38], 'w': [0.01]}
71 38 {'t': [49], 'w': [0.001]}
72 47 {'t': [6], 'w': [0.001]}
72 43 {'t': [9], 'w': [0.1]}
72 11 {'t': [10], 'w': [0.01]}
72 77 {'t': [15, 22], 'w': [0.1, 0.1]}
72 79 {'t': [24], 'w': [0.07282053925864822]}
72 81 {'t': [24], 'w': [0.18649326643781355]}
72 67 {'t': [34], 'w': [0.10998901635342934]}
72 5 {'t': [36], 'w': [0.01]}
72 78 {'t': [58], 'w': [0.06733894852420648]}
72 19 {'t': [60], 'w': [0.1]}
72 0 {'t': [61], 'w': [0.1]}
72 39 {'t': [63], 'w': [0.1]}
73 72 {'t': [6], 'w': [0.01]}
73 51 {'t': [10], 'w': [0.03440971452498831]}
73 74 {'t': [14], 'w': [0.04242939931928986]}
73 2 {'t': [28], 'w': [0.07016025214187419]}
73 3 {'t': [64], 'w': [0.01]}
73 83 {'t': [66], 'w': [0.1]}
74 11 {'t': [6], 'w': [0.001]}
74 1 {'t': [7], 'w': [0.1]}
74 7 {'t': [14], 'w': [0.001]}
74 65 {'t': [18], 'w': [0.001]}
74 78 {'t': [18], 'w': [0.001]}
74 46 {'t': [24], 'w': [0.14653249649878106]}
74 26 {'t': [38], 'w': [0.001]}
74 9 {'t': [38, 66], 'w': [0.001, 0.001]}
74 54 {'t': [43], 'w': [0.12269720252751491]}
74 48 {'t': [68], 'w': [0.43027564392227746]}
75 78 {'t': [12], 'w': [0.01]}
75 40 {'t': [26], 'w': [0.05774566473988438]}
75 14 {'t': [27], 'w': [0.1]}
75 24 {'t': [35], 'w': [0.01]}
75 37 {'t': [39], 'w': [0.001]}
75 58 {'t': [44], 'w': [0.0960346964064436]}
75 28 {'t': [47], 'w': [0.12040469355333204]}
75 57 {'t': [47], 'w': [0.001]}
75 23 {'t': [52], 'w': [0.10363469059121233]}
75 47 {'t': [57], 'w': [0.1]}
75 62 {'t': [62], 'w': [0.01]}
75 32 {'t': [66], 'w': [0.001]}
76 2 {'t': [7], 'w': [0.001]}
76 52 {'t': [10], 'w': [0.048277292048242736]}
76 70 {'t': [12], 'w': [0.01]}
76 35 {'t': [15, 27], 'w': [0.1, 0.1]}
76 47 {'t': [20], 'w': [0.001]}
76 30 {'t': [38], 'w': [0.001]}
76 29 {'t': [47], 'w': [0.01]}
76 31 {'t': [48], 'w': [0.1]}
77 78 {'t': [7], 'w': [0.015025210569657747]}
77 81 {'t': [15], 'w': [0.001]}
77 16 {'t': [15], 'w': [0.001]}
77 73 {'t': [20], 'w': [0.01]}
77 70 {'t': [24], 'w': [0.01]}
77 64 {'t': [39], 'w': [0.12566922065848107]}
77 28 {'t': [49], 'w': [0.01]}
77 76 {'t': [66], 'w': [0.001]}
77 67 {'t': [67], 'w': [0.01]}
78 69 {'t': [7], 'w': [0.1]}
78 57 {'t': [7], 'w': [0.03336755646817249]}
78 4 {'t': [26], 'w': [0.1]}
78 50 {'t': [37], 'w': [0.1]}
78 2 {'t': [39], 'w': [0.001]}
78 14 {'t': [40], 'w': [0.1]}
78 73 {'t': [42], 'w': [0.13016601344677056]}
78 36 {'t': [43, 48], 'w': [0.15594259286448392, 0.15594259286448392]}
78 25 {'t': [44], 'w': [0.1]}
78 82 {'t': [57], 'w': [0.1]}
78 35 {'t': [60], 'w': [0.001]}
79 8 {'t': [11], 'w': [0.01]}
79 21 {'t': [14], 'w': [0.001]}
79 38 {'t': [25], 'w': [0.1]}
79 72 {'t': [30], 'w': [0.10445270185161858]}
79 53 {'t': [34], 'w': [0.001]}
79 24 {'t': [36], 'w': [0.06875551957609655]}
79 46 {'t': [47], 'w': [0.1]}
79 6 {'t': [65], 'w': [0.01]}
79 11 {'t': [67], 'w': [0.1]}
80 54 {'t': [10], 'w': [0.04144293808775105]}
80 7 {'t': [16], 'w': [0.1]}
80 10 {'t': [20], 'w': [0.1]}
80 1 {'t': [20], 'w': [0.08369954011241697]}
80 43 {'t': [33], 'w': [0.01]}
80 77 {'t': [35, 43], 'w': [0.01, 0.01]}
80 83 {'t': [45], 'w': [0.06942143337543674]}
80 68 {'t': [47], 'w': [0.01]}
80 45 {'t': [53], 'w': [0.13291528701614558]}
80 40 {'t': [66], 'w': [0.09165703275529863]}
80 12 {'t': [67], 'w': [0.09399312823348209]}
80 82 {'t': [68], 'w': [0.01]}
81 37 {'t': [8, 9], 'w': [0.02716266441145706, 0.02716266441145706]}
81 59 {'t': [19], 'w': [0.1]}
81 30 {'t': [25], 'w': [0.01]}
81 47 {'t': [30], 'w': [0.06220230281663727]}
81 24 {'t': [30], 'w': [0.01]}
81 22 {'t': [30], 'w': [0.1]}
81 16 {'t': [31], 'w': [0.001]}
81 2 {'t': [34], 'w': [0.01]}
81 55 {'t': [46], 'w': [0.10810879126434458]}
81 78 {'t': [49], 'w': [0.0635681985639366]}
81 10 {'t': [51], 'w': [0.09152681129758494]}
81 52 {'t': [67], 'w': [0.16449528285585927]}
82 42 {'t': [25], 'w': [0.001]}
82 16 {'t': [25], 'w': [0.09733270940570893]}
82 20 {'t': [28, 61], 'w': [0.001, 0.001]}
82 37 {'t': [37], 'w': [0.1]}
82 18 {'t': [39], 'w': [0.1]}
82 66 {'t': [42], 'w': [0.01]}
82 60 {'t': [50], 'w': [0.01]}
82 51 {'t': [52], 'w': [0.1109633242198084]}
82 47 {'t': [67], 'w': [0.01]}
83 66 {'t': [11], 'w': [0.03207194977091465]}
83 59 {'t': [13], 'w': [0.001]}
83 6 {'t': [20], 'w': [0.01]}
83 26 {'t': [22], 'w': [0.001]}
83 63 {'t': [23], 'w': [0.001]}
83 2 {'t': [24], 'w': [0.06270253473609445]}
83 1 {'t': [24], 'w': [0.1]}
83 73 {'t': [59], 'w': [0.01]}
83 46 {'t': [65], 'w': [0.001]}
