0 1 {'t': [0], 'w': [0.0024557378977707136]}
46 10 {'t': [12, 24], 'w': [0.001, 0.001]}
46 15 {'t': [14], 'w': [0.0302343657370203]}
46 28 {'t': [16], 'w': [0.1]}
46 27 {'t': [18], 'w': [0.06290971311748628]}
46 69 {'t': [19], 'w': [0.001]}
46 34 {'t': [36], 'w': [0.1]}
46 6 {'t': [39], 'w': [0.01]}
46 21 {'t': [40], 'w': [0.001]}
46 19 {'t': [48], 'w': [0.1]}
46 1 {'t': [53], 'w': [0.001]}
46 57 {'t': [56], 'w': [0.1]}
46 56 {'t': [58], 'w': [0.08447725511316617]}
46 74 {'t': [62], 'w': [0.001]}
46 41 {'t': [63], 'w': [0.01]}
46 16 {'t': [81], 'w': [0.01]}
47 6 {'t': [5], 'w': [0.013120950323974081]}
47 34 {'t': [12], 'w': [0.001]}
47 41 {'t': [17, 62], 'w': [0.001, 0.001]}
47 9 {'t': [20], 'w': [0.07854761965344394]}
47 66 {'t': [20], 'w': [0.07269858465016603]}
47 55 {'t': [24], 'w': [0.001]}
47 43 {'t': [29], 'w': [0.06315596778130339]}
47 31 {'t': [32], 'w': [0.1]}
47 48 {'t': [37], 'w': [0.1]}
47 33 {'t': [41], 'w': [0.01]}
47 3 {'t': [70], 'w': [0.14547643691514756]}
48 49 {'t': [2, 7], 'w': [0.001, 0.001]}
48 19 {'t': [4], 'w': [0.01]}
48 5 {'t': [18], 'w': [0.001]}
48 65 {'t': [25, 77], 'w': [0.1, 0.1]}
48 56 {'t': [26], 'w': [0.05000853836352412]}
48 67 {'t': [35], 'w': [0.12223479781870564]}
48 60 {'t': [43], 'w': [0.1]}
48 17 {'t': [52], 'w': [0.001]}
49 16 {'t': [9], 'w': [0.01829402433799946]}
49 37 {'t': [33], 'w': [0.01]}
49 51 {'t': [41], 'w': [0.001]}
49 25 {'t': [42], 'w': [0.001]}
49 8 {'t': [42], 'w': [0.001]}
49 57 {'t': [61], 'w': [0.1]}
49 26 {'t': [68], 'w': [0.10803928701345947]}
49 60 {'t': [72], 'w': [0.09674674255740633]}
49 24 {'t': [82], 'w': [0.08832993201537478]}
50 51 {'t': [2, 28], 'w': [0.01, 0.01]}
50 36 {'t': [5], 'w': [0.001]}
50 22 {'t': [20], 'w': [0.09348879466989703]}
50 23 {'t': [21, 61], 'w': [0.01, 0.01]}
50 45 {'t': [21], 'w': [0.1]}
50 73 {'t': [23, 46], 'w': [0.01, 0.01]}
50 63 {'t': [31], 'w': [0.001]}
50 9 {'t': [32], 'w': [0.01]}
50 41 {'t': [35], 'w': [0.01]}
50 30 {'t': [41], 'w': [0.01]}
50 37 {'t': [58], 'w': [0.01]}
50 7 {'t': [64], 'w': [0.01]}
50 15 {'t': [69], 'w': [0.01]}
50 59 {'t': [74], 'w': [0.1]}
51 20 {'t': [6], 'w': [0.014453165076433775]}
51 68 {'t': [13], 'w': [0.1]}
51 65 {'t': [34], 'w': [0.001]}
51 7 {'t': [53], 'w': [0.01]}
51 62 {'t': [54], 'w': [0.001]}
51 29 {'t': [60], 'w': [0.01]}
51 25 {'t': [66], 'w': [0.001]}
51 57 {'t': [67], 'w': [0.001]}
51 36 {'t': [70], 'w': [0.06955230814288167]}
52 16 {'t': [2], 'w': [0.1]}
52 9 {'t': [3], 'w': [0.01]}
52 29 {'t': [9], 'w': [0.1]}
52 45 {'t': [14], 'w': [0.1]}
52 5 {'t': [20], 'w': [0.001]}
52 23 {'t': [23], 'w': [0.01]}
52 74 {'t': [50], 'w': [0.001]}
52 47 {'t': [51], 'w': [0.1]}
52 34 {'t': [53], 'w': [0.001]}
52 32 {'t': [54], 'w': [0.001]}
52 15 {'t': [58, 66], 'w': [0.17387065751511718, 0.17387065751511718]}
52 22 {'t': [60], 'w': [0.1976680799515445]}
52 2 {'t': [71], 'w': [0.001]}
52 35 {'t': [76], 'w': [0.1]}
53 44 {'t': [4], 'w': [0.01]}
53 55 {'t': [5], 'w': [0.01]}
53 57 {'t': [15], 'w': [0.1]}
53 10 {'t': [16], 'w': [0.1]}
53 46 {'t': [28, 73], 'w': [0.001, 0.001]}
53 24 {'t': [45], 'w': [0.01]}
53 27 {'t': [49], 'w': [0.001]}
53 49 {'t': [63], 'w': [0.1]}
53 31 {'t': [77], 'w': [0.01]}
53 19 {'t': [82], 'w': [0.01]}
54 8 {'t': [5], 'w': [0.1]}
54 31 {'t': [9], 'w': [0.1]}
54 33 {'t': [16], 'w': [0.06361360989269695]}
54 28 {'t': [39, 78], 'w': [0.01, 0.01]}
54 12 {'t': [46], 'w': [0.001]}
54 7 {'t': [48], 'w': [0.01]}
54 74 {'t': [56], 'w': [0.1]}
54 21 {'t': [82], 'w': [0.001]}
55 32 {'t': [3], 'w': [0.001]}
55 48 {'t': [7], 'w': [0.1]}
55 56 {'t': [9], 'w': [0.020754791335531413]}
55 25 {'t': [11], 'w': [0.022179043647220505]}
55 54 {'t': [13], 'w': [0.01]}
55 61 {'t': [17], 'w': [0.0591301300862862]}
55 37 {'t': [25], 'w': [0.1]}
55 51 {'t': [33], 'w': [0.001]}
55 60 {'t': [42], 'w': [0.01]}
55 41 {'t': [43], 'w': [0.06596542135171081]}
55 12 {'t': [44], 'w': [0.001]}
55 28 {'t': [65], 'w': [0.01]}
55 5 {'t': [69], 'w': [0.1]}
55 14 {'t': [71], 'w': [0.1]}
56 57 {'t': [3], 'w': [0.001]}
56 58 {'t': [3, 16], 'w': [0.001, 0.001]}
56 53 {'t': [8], 'w': [0.001]}
56 68 {'t': [21], 'w': [0.01]}
56 66 {'t': [26], 'w': [0.01]}
56 21 {'t': [29], 'w': [0.1]}
56 6 {'t': [41], 'w': [0.07143628509719223]}
56 30 {'t': [43], 'w': [0.1]}
56 17 {'t': [46], 'w': [0.01]}
56 24 {'t': [59], 'w': [0.001]}
56 34 {'t': [62], 'w': [0.01]}
56 13 {'t': [66], 'w': [0.1]}
56 64 {'t': [67], 'w': [0.01]}
56 50 {'t': [67], 'w': [0.01]}
56 15 {'t': [70], 'w': [0.01]}
56 48 {'t': [79], 'w': [0.1]}
57 67 {'t': [7], 'w': [0.001]}
57 55 {'t': [30], 'w': [0.1]}
57 18 {'t': [35], 'w': [0.001]}
57 16 {'t': [40], 'w': [0.01]}
57 17 {'t': [42], 'w': [0.01]}
57 54 {'t': [52], 'w': [0.001]}
57 71 {'t': [55], 'w': [0.1]}
57 1 {'t': [63], 'w': [0.001]}
57 28 {'t': [75], 'w': [0.01]}
57 20 {'t': [83], 'w': [0.001]}
58 25 {'t': [6], 'w': [0.1]}
58 1 {'t': [33], 'w': [0.01]}
58 21 {'t': [36], 'w': [0.01]}
58 36 {'t': [41], 'w': [0.1]}
58 16 {'t': [66], 'w': [0.01]}
58 29 {'t': [73], 'w': [0.001]}
59 1 {'t': [11], 'w': [0.1]}
59 9 {'t': [21], 'w': [0.001]}
59 68 {'t': [23], 'w': [0.08996485747754783]}
59 18 {'t': [30], 'w': [0.044987023992373275]}
59 48 {'t': [31], 'w': [0.001]}
59 17 {'t': [33], 'w': [0.001]}
59 15 {'t': [34], 'w': [0.061325042486200215]}
59 34 {'t': [35, 56], 'w': [0.16242724567139233, 0.16242724567139233]}
59 14 {'t': [48], 'w': [0.09144515016074647]}
59 25 {'t': [52], 'w': [0.1]}
59 13 {'t': [65], 'w': [0.01]}
59 35 {'t': [76], 'w': [0.001]}
59 42 {'t': [80], 'w': [0.001]}
60 3 {'t': [5], 'w': [0.01]}
60 68 {'t': [26], 'w': [0.01]}
60 0 {'t': [36], 'w': [0.13503273436411758]}
60 67 {'t': [36], 'w': [0.1246784648626402]}
60 65 {'t': [39], 'w': [0.1]}
60 29 {'t': [41], 'w': [0.07531916710550662]}
60 6 {'t': [43], 'w': [0.1]}
60 20 {'t': [48], 'w': [0.1]}
60 74 {'t': [49], 'w': [0.01]}
60 36 {'t': [60], 'w': [0.06591664226057625]}
60 56 {'t': [73], 'w': [0.001]}
60 54 {'t': [82], 'w': [0.01]}
61 66 {'t': [12], 'w': [0.01]}
61 72 {'t': [25], 'w': [0.01]}
61 41 {'t': [28], 'w': [0.04873654938943296]}
61 60 {'t': [37], 'w': [0.001]}
61 36 {'t': [48], 'w': [0.01]}
61 32 {'t': [54], 'w': [0.1]}
61 55 {'t': [54], 'w': [0.07785098707285298]}
61 68 {'t': [77], 'w': [0.001]}
61 69 {'t': [81], 'w': [0.001]}
62 11 {'t': [7], 'w': [0.01]}
62 18 {'t': [8, 74], 'w': [0.01, 0.01]}
62 61 {'t': [16], 'w': [0.001]}
62 52 {'t': [22, 76], 'w': [0.01, 0.01]}
62 6 {'t': [32], 'w': [0.1]}
62 51 {'t': [64], 'w': [0.001]}
62 47 {'t': [66], 'w': [0.0813752134490969]}
62 42 {'t': [69], 'w': [0.1]}
62 32 {'t': [73], 'w': [0.01]}
62 31 {'t': [73], 'w': [0.01]}
63 64 {'t': [6], 'w': [0.001]}
63 35 {'t': [6], 'w': [0.020275618883131837]}
63 39 {'t': [11], 'w': [0.07705289154146942]}
63 20 {'t': [14], 'w': [0.001]}
63 38 {'t': [28], 'w': [0.06313333020094285]}
63 32 {'t': [46], 'w': [0.08990735763746165]}
63 19 {'t': [51], 'w': [0.01]}
63 36 {'t': [64], 'w': [0.06761328633898545]}
63 34 {'t': [65], 'w': [0.09869665293436349]}
63 75 {'t': [66], 'w': [0.01]}
63 52 {'t': [70], 'w': [0.01]}
63 40 {'t': [74, 75], 'w': [0.001, 0.001]}
64 17 {'t': [22], 'w': [0.1]}
64 24 {'t': [32, 78], 'w': [0.01, 0.01]}
64 31 {'t': [34], 'w': [0.044941976095309824]}
64 62 {'t': [36], 'w': [0.01]}
64 59 {'t': [40], 'w': [0.001]}
64 23 {'t': [73], 'w': [0.01]}
64 58 {'t': [79], 'w': [0.1]}
65 17 {'t': [6], 'w': [0.01225959446523366]}
65 62 {'t': [14], 'w': [0.1]}
65 0 {'t': [34], 'w': [0.01]}
65 52 {'t': [43], 'w': [0.1]}
65 55 {'t': [49], 'w': [0.1]}
65 42 {'t': [52], 'w': [0.01]}
65 68 {'t': [55], 'w': [0.01]}
65 25 {'t': [55], 'w': [0.07430927444196957]}
65 38 {'t': [66], 'w': [0.001]}
65 35 {'t': [67], 'w': [0.001]}
66 58 {'t': [6], 'w': [0.1]}
66 61 {'t': [8, 49, 78], 'w': [0.001, 0.001, 0.001]}
66 3 {'t': [16, 39], 'w': [0.001, 0.001]}
66 49 {'t': [22], 'w': [0.1]}
66 70 {'t': [29], 'w': [0.001]}
66 47 {'t': [41], 'w': [0.001]}
66 59 {'t': [50, 53], 'w': [0.001, 0.001]}
66 73 {'t': [52], 'w': [0.01]}
66 38 {'t': [53], 'w': [0.01]}
66 15 {'t': [62], 'w': [0.08714611300670558]}
66 60 {'t': [74], 'w': [0.01]}
66 4 {'t': [78], 'w': [0.001]}
66 13 {'t': [80], 'w': [0.001]}
66 6 {'t': [81], 'w': [0.01]}
67 17 {'t': [7], 'w': [0.001]}
67 57 {'t': [12], 'w': [0.001]}
67 44 {'t': [14], 'w': [0.1]}
67 49 {'t': [27], 'w': [0.05767165408777273]}
67 66 {'t': [36], 'w': [0.001]}
67 51 {'t': [38], 'w': [0.0723905723905724]}
67 35 {'t': [45], 'w': [0.001]}
67 71 {'t': [55], 'w': [0.1]}
67 58 {'t': [56], 'w': [0.10729912152766002]}
67 14 {'t': [56, 62], 'w': [0.01, 0.01]}
67 73 {'t': [59], 'w': [0.001]}
67 7 {'t': [74], 'w': [0.001]}
68 69 {'t': [7], 'w': [0.022036291016768232]}
68 35 {'t': [7], 'w': [0.1]}
68 31 {'t': [8, 43, 50], 'w': [0.01, 0.01, 0.01]}
68 6 {'t': [18], 'w': [0.01]}
68 61 {'t': [24], 'w': [0.07829267224387895]}
68 19 {'t': [27, 58], 'w': [0.19226554228504558, 0.19226554228504558]}
68 45 {'t': [34, 35], 'w': [0.17439747868001482, 0.17439747868001482]}
68 18 {'t': [58], 'w': [0.06812139187543033]}
68 71 {'t': [60], 'w': [0.1199904404735642]}
68 16 {'t': [62], 'w': [0.1]}
68 62 {'t': [77], 'w': [0.08153688905407917]}
69 28 {'t': [18], 'w': [0.01]}
69 43 {'t': [20], 'w': [0.1]}
69 11 {'t': [24], 'w': [0.001]}
69 36 {'t': [30], 'w': [0.001]}
69 1 {'t': [34], 'w': [0.1]}
69 27 {'t': [35], 'w': [0.001]}
69 9 {'t': [36], 'w': [0.001]}
69 25 {'t': [39], 'w': [0.1]}
69 70 {'t': [48], 'w': [0.13512699295513533]}
69 24 {'t': [54], 'w': [0.1]}
69 49 {'t': [55], 'w': [0.01]}
69 57 {'t': [56], 'w': [0.001]}
69 14 {'t': [65], 'w': [0.001]}
69 31 {'t': [72], 'w': [0.06695437255015546]}
70 38 {'t': [7, 38], 'w': [0.01, 0.01]}
70 64 {'t': [31], 'w': [0.1]}
70 65 {'t': [41], 'w': [0.001]}
70 5 {'t': [44], 'w': [0.0760605186131838]}
70 31 {'t': [46], 'w': [0.1]}
70 24 {'t': [49], 'w': [0.0738691139462383]}
70 37 {'t': [60], 'w': [0.001]}
70 16 {'t': [73], 'w': [0.1]}
70 71 {'t': [81], 'w': [0.01]}
70 62 {'t': [82], 'w': [0.0819434120052035]}
71 58 {'t': [7], 'w': [0.021707424617576226]}
71 21 {'t': [17], 'w': [0.001]}
71 20 {'t': [22], 'w': [0.001]}
71 14 {'t': [29], 'w': [0.001]}
71 30 {'t': [42], 'w': [0.001]}
71 53 {'t': [70], 'w': [0.001]}
71 48 {'t': [77], 'w': [0.001]}
72 3 {'t': [8], 'w': [0.03022749836294121]}
72 62 {'t': [15], 'w': [0.1]}
72 64 {'t': [23], 'w': [0.052754499244401704]}
72 60 {'t': [24], 'w': [0.001]}
72 44 {'t': [31], 'w': [0.09817943916800144]}
72 4 {'t': [34], 'w': [0.10026709171584888]}
72 58 {'t': [39], 'w': [0.1]}
72 49 {'t': [42], 'w': [0.001]}
72 23 {'t': [43], 'w': [0.1]}
72 56 {'t': [51], 'w': [0.001]}
72 5 {'t': [53], 'w': [0.08459413777466297]}
72 26 {'t': [65], 'w': [0.1]}
72 43 {'t': [74], 'w': [0.001]}
72 31 {'t': [77], 'w': [0.01]}
73 30 {'t': [11], 'w': [0.041218953672714456]}
73 26 {'t': [20, 52], 'w': [0.14522276875385517, 0.14522276875385517]}
73 17 {'t': [31], 'w': [0.01]}
73 69 {'t': [62], 'w': [0.11388286334056398]}
73 12 {'t': [66], 'w': [0.07822126665973114]}
73 60 {'t': [77], 'w': [0.001]}
74 23 {'t': [12], 'w': [0.001]}
74 48 {'t': [17, 59], 'w': [0.01, 0.01]}
74 62 {'t': [19], 'w': [0.03438022672365731]}
74 45 {'t': [23], 'w': [0.01]}
74 63 {'t': [26], 'w': [0.15562913907284767]}
74 56 {'t': [33], 'w': [0.05984736033207667]}
74 64 {'t': [43, 58], 'w': [0.01, 0.01]}
74 8 {'t': [46], 'w': [0.01]}
74 18 {'t': [48], 'w': [0.0617657963031619]}
74 65 {'t': [65], 'w': [0.106945415263392]}
74 51 {'t': [66], 'w': [0.001]}
74 59 {'t': [70], 'w': [0.01]}
74 29 {'t': [82], 'w': [0.1]}
75 11 {'t': [14], 'w': [0.05975162071389517]}
75 73 {'t': [14], 'w': [0.001]}
75 19 {'t': [16], 'w': [0.1]}
75 69 {'t': [18, 79], 'w': [0.001, 0.001]}
75 64 {'t': [27], 'w': [0.059837279235548234]}
75 47 {'t': [51], 'w': [0.01]}
75 8 {'t': [52], 'w': [0.01]}
75 71 {'t': [56], 'w': [0.1]}
75 7 {'t': [67], 'w': [0.001]}
75 70 {'t': [70], 'w': [0.001]}
